path,class_name,label,split,width,height,aspect_ratio,file_size_bytes
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00322.jpg,International style,25,val,436,599,0.7279,89281
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00393.jpg,International style,25,val,450,600,0.75,57706
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00012.jpg,International style,25,val,1000,667,1.4993,177023
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00084.jpg,International style,25,val,750,1000,0.75,136891
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00344.jpg,International style,25,val,398,599,0.6644,89723
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00330.jpg,International style,25,val,450,600,0.75,105075
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00142.jpg,International style,25,val,800,600,1.3333,87479
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00226.jpg,International style,25,val,203,202,1.005,22170
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00023.jpg,International style,25,val,640,480,1.3333,51741
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00276.jpg,International style,25,val,200,267,0.7491,13432
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00173.jpg,International style,25,val,342,227,1.5066,19974
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00202.jpg,International style,25,val,500,359,1.3928,36825
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00119.jpg,International style,25,val,1000,625,1.6,84826
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00198.jpg,International style,25,val,562,1000,0.562,89607
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00397.jpg,International style,25,val,450,600,0.75,83269
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00343.jpg,International style,25,val,450,600,0.75,73811
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00340.jpg,International style,25,val,450,600,0.75,54116
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00319.jpg,International style,25,val,395,600,0.6583,44860
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00045.jpg,International style,25,val,220,164,1.3415,11460
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00166.jpg,International style,25,val,1000,750,1.3333,154858
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00076.jpg,International style,25,val,1000,665,1.5038,84773
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00229.jpg,International style,25,val,800,600,1.3333,44241
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00341.jpg,International style,25,val,450,600,0.75,53852
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00230.jpg,International style,25,val,491,599,0.8197,88861
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00235.jpg,International style,25,val,450,600,0.75,92122
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00325.jpg,International style,25,val,400,600,0.6667,64828
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00258.jpg,International style,25,val,450,600,0.75,66106
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00070.jpg,International style,25,val,792,482,1.6432,105379
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00067.jpg,International style,25,val,640,511,1.2524,71276
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00310.jpg,International style,25,test,466,600,0.7767,98351
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00243.jpg,International style,25,test,403,600,0.6717,74162
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00193.jpg,International style,25,test,400,256,1.5625,17936
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00172.jpg,International style,25,test,346,260,1.3308,26657
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00231.jpg,International style,25,test,441,599,0.7362,76731
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00289.jpg,International style,25,test,450,600,0.75,78622
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00158.jpg,International style,25,test,610,458,1.3319,37640
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00293.jpg,International style,25,test,800,600,1.3333,58392
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00246.jpg,International style,25,test,450,599,0.7513,81460
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00213.jpg,International style,25,test,800,600,1.3333,379692
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00022.jpg,International style,25,test,528,320,1.65,24230
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00034.jpg,International style,25,test,289,240,1.2042,21078
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00178.jpg,International style,25,test,600,400,1.5,45604
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00280.jpg,International style,25,test,800,600,1.3333,87227
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00062.jpg,International style,25,test,800,631,1.2678,90324
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00001.jpg,International style,25,test,960,640,1.5,112516
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00250.jpg,International style,25,test,400,600,0.6667,84357
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00093.jpg,International style,25,test,1000,620,1.6129,131579
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00110.jpg,International style,25,test,900,599,1.5025,74793
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00145.jpg,International style,25,test,715,402,1.7786,36316
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00386.jpg,International style,25,test,800,600,1.3333,104596
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00024.jpg,International style,25,test,1000,667,1.4993,194311
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00215.jpg,International style,25,test,505,348,1.4511,59844
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00301.jpg,International style,25,test,428,600,0.7133,43565
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00072.jpg,International style,25,test,1000,703,1.4225,147037
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00073.jpg,International style,25,test,144,240,0.6,7069
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00014.jpg,International style,25,test,542,1000,0.542,110850
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00416.jpg,International style,25,test,450,600,0.75,62068
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00150.jpg,International style,25,test,700,467,1.4989,52955
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00155.jpg,International style,25,test,1000,667,1.4993,134485
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00191.jpg,International style,25,test,538,708,0.7599,49518
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00156.jpg,International style,25,test,360,360,1.0,30265
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00190.jpg,International style,25,test,400,300,1.3333,23680
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00399.jpg,International style,25,test,601,599,1.0033,104149
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00078.jpg,International style,25,test,623,1000,0.623,123917
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00267.jpg,International style,25,test,399,600,0.665,100115
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00020.jpg,International style,25,test,1000,563,1.7762,159935
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00148.jpg,International style,25,test,384,251,1.5299,20462
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00292.jpg,International style,25,test,502,599,0.8381,78320
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00400.jpg,International style,25,test,640,480,1.3333,69672
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00061.jpg,International style,25,test,800,647,1.2365,108266
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00056.jpg,International style,25,test,1000,714,1.4006,117807
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00209.jpg,International style,25,test,243,266,0.9135,8591
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00308.jpg,International style,25,test,450,600,0.75,73437
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00409.jpg,International style,25,test,600,600,1.0,69160
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00189.jpg,International style,25,test,1000,750,1.3333,106972
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00286.jpg,International style,25,test,415,595,0.6975,158482
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00080.jpg,International style,25,test,800,545,1.4679,96369
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00382.jpg,International style,25,test,800,600,1.3333,99155
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00016.jpg,International style,25,test,640,480,1.3333,71714
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00242.jpg,International style,25,test,450,600,0.75,58552
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00233.jpg,International style,25,test,788,600,1.3133,144174
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00108.jpg,International style,25,test,1000,568,1.7606,116390
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00355.jpg,International style,25,test,378,600,0.63,80186
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00060.jpg,International style,25,test,656,1000,0.656,104508
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00270.jpg,International style,25,test,450,600,0.75,64168
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00262.jpg,International style,25,test,393,600,0.655,62782
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00360.jpg,International style,25,test,448,600,0.7467,59533
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00066.jpg,International style,25,test,915,685,1.3358,111747
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00234.jpg,International style,25,test,579,599,0.9666,122564
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00364.jpg,International style,25,test,405,599,0.6761,48242
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/International style/international_style_00248.jpg,International style,25,test,800,600,1.3333,116796
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00106.jpg,Italianate architecture,26,train,400,527,0.759,79879
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00156.jpg,Italianate architecture,26,train,1200,800,1.5,209911
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00305.jpg,Italianate architecture,26,train,600,600,1.0,134376
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00352.jpg,Italianate architecture,26,train,1439,1918,0.7503,688600
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00140.jpg,Italianate architecture,26,train,2048,3072,0.6667,1640910
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00180.jpg,Italianate architecture,26,train,608,432,1.4074,145861
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00164.jpg,Italianate architecture,26,train,854,1068,0.7996,315930
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00110.jpg,Italianate architecture,26,train,473,467,1.0128,95679
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00358.jpg,Italianate architecture,26,train,1080,1079,1.0009,408849
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00166.jpg,Italianate architecture,26,train,671,960,0.699,269064
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00107.jpg,Italianate architecture,26,train,1124,1181,0.9517,828301
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00018.jpg,Italianate architecture,26,train,651,869,0.7491,245151
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00361.jpg,Italianate architecture,26,train,960,1201,0.7993,488045
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00194.jpg,Italianate architecture,26,train,3546,2660,1.3331,2453637
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00002.png,Italianate architecture,26,train,1000,562,1.7794,1274906
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00087.jpg,Italianate architecture,26,train,736,1104,0.6667,483956
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00360.jpg,Italianate architecture,26,train,1080,1349,0.8006,440256
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00189.jpg,Italianate architecture,26,train,3129,4693,0.6667,3125112
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00039.png,Italianate architecture,26,train,1024,1820,0.5626,3473860
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00089.jpg,Italianate architecture,26,train,768,1024,0.75,331661
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00076.jpg,Italianate architecture,26,train,563,660,0.853,159210
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00374.jpg,Italianate architecture,26,train,1080,1272,0.8491,834635
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00148.jpg,Italianate architecture,26,train,896,1344,0.6667,522780
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00138.jpg,Italianate architecture,26,train,1280,1280,1.0,502425
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00041.png,Italianate architecture,26,train,455,682,0.6672,555166
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00242.jpg,Italianate architecture,26,train,550,733,0.7503,196844
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00208.jpg,Italianate architecture,26,train,564,846,0.6667,304257
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00234.png,Italianate architecture,26,train,867,1300,0.6669,2203667
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00152.jpg,Italianate architecture,26,train,2448,3264,0.75,2450026
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00270.jpg,Italianate architecture,26,train,867,1300,0.6669,404689
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00191.jpg,Italianate architecture,26,train,1224,1632,0.75,904937
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00379.jpg,Italianate architecture,26,train,468,612,0.7647,94694
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00000.jpg,Italianate architecture,26,train,800,1200,0.6667,400314
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00340.jpg,Italianate architecture,26,train,720,805,0.8944,215259
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00284.jpg,Italianate architecture,26,train,1234,1661,0.7429,577576
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00008.png,Italianate architecture,26,train,683,1024,0.667,1201827
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00023.jpg,Italianate architecture,26,train,736,1104,0.6667,393493
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00314.jpg,Italianate architecture,26,train,3888,5184,0.75,5366097
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00254.jpg,Italianate architecture,26,train,1388,1388,1.0,571765
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00394.jpg,Italianate architecture,26,train,400,527,0.759,79879
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00280.jpg,Italianate architecture,26,train,736,1019,0.7223,316367
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00058.jpg,Italianate architecture,26,train,1320,1773,0.7445,610704
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00367.jpg,Italianate architecture,26,train,832,1280,0.65,557080
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00294.jpg,Italianate architecture,26,train,1080,1074,1.0056,544404
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00091.jpg,Italianate architecture,26,train,470,900,0.5222,162840
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00231.jpg,Italianate architecture,26,train,564,701,0.8046,153534
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00321.jpg,Italianate architecture,26,train,975,962,1.0135,299238
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00383.jpg,Italianate architecture,26,train,768,1152,0.6667,396090
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00145.jpg,Italianate architecture,26,train,1284,1281,1.0023,416299
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00066.jpg,Italianate architecture,26,train,665,1024,0.6494,179211
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00244.jpg,Italianate architecture,26,train,2000,2500,0.8,1210920
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00187.jpg,Italianate architecture,26,train,1024,1024,1.0,595893
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00170.jpg,Italianate architecture,26,train,1080,1620,0.6667,393993
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00250.jpg,Italianate architecture,26,train,752,1024,0.7344,289458
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00287.jpg,Italianate architecture,26,train,583,778,0.7494,107298
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00364.jpg,Italianate architecture,26,train,2573,2573,1.0,1004046
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00209.webp,Italianate architecture,26,train,896,1344,0.6667,971176
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00198.jpg,Italianate architecture,26,train,939,1486,0.6319,588348
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00336.jpg,Italianate architecture,26,train,583,778,0.7494,107340
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00271.jpg,Italianate architecture,26,train,843,671,1.2563,224354
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00088.jpg,Italianate architecture,26,train,896,1344,0.6667,560675
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00389.jpg,Italianate architecture,26,train,1080,1338,0.8072,520489
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00014.jpg,Italianate architecture,26,train,768,1152,0.6667,396090
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00323.jpg,Italianate architecture,26,train,2592,2592,1.0,1944788
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00019.jpg,Italianate architecture,26,train,900,1200,0.75,432434
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00217.jpg,Italianate architecture,26,train,1368,1824,0.75,634262
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00230.jpg,Italianate architecture,26,train,1284,1281,1.0023,416299
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00073.jpg,Italianate architecture,26,train,900,1345,0.6691,565891
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00129.jpg,Italianate architecture,26,train,427,640,0.6672,152775
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00143.jpg,Italianate architecture,26,train,1080,1080,1.0,346523
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00266.jpg,Italianate architecture,26,train,900,1200,0.75,432434
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00197.jpg,Italianate architecture,26,train,896,1344,0.6667,613569
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00080.jpg,Italianate architecture,26,train,1440,1440,1.0,605802
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00272.jpg,Italianate architecture,26,train,492,1011,0.4866,209541
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00104.jpg,Italianate architecture,26,train,736,1104,0.6667,299446
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00213.jpg,Italianate architecture,26,train,2048,3072,0.6667,1940345
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00385.jpg,Italianate architecture,26,train,1024,1024,1.0,413431
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00077.jpg,Italianate architecture,26,train,1245,1920,0.6484,527758
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00024.jpg,Italianate architecture,26,train,610,610,1.0,103197
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00093.jpg,Italianate architecture,26,train,500,788,0.6345,168229
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00178.webp,Italianate architecture,26,train,832,1216,0.6842,1158412
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00172.jpg,Italianate architecture,26,train,550,550,1.0,131688
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00084.jpg,Italianate architecture,26,train,1234,1661,0.7429,577576
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00085.jpg,Italianate architecture,26,train,880,1320,0.6667,629345
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00163.jpg,Italianate architecture,26,train,3888,5184,0.75,5360905
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00222.jpg,Italianate architecture,26,train,736,736,1.0,155856
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00384.jpg,Italianate architecture,26,train,896,1344,0.6667,570511
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00301.jpg,Italianate architecture,26,train,473,467,1.0128,95679
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00046.jpg,Italianate architecture,26,train,564,701,0.8046,153534
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00128.jpg,Italianate architecture,26,train,1080,1338,0.8072,520489
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00255.jpg,Italianate architecture,26,train,474,711,0.6667,170097
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00012.png,Italianate architecture,26,train,2500,2245,1.1136,8921250
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00263.jpg,Italianate architecture,26,train,736,1104,0.6667,299446
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00218.jpg,Italianate architecture,26,train,640,480,1.3333,99141
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00291.jpg,Italianate architecture,26,train,960,1200,0.8,468920
/kaggle/input/datasets/aredaw/archstyle55/architectural-styles-dataset/Italianate architecture/italianate_architecture_00289.webp,Italianate architecture,26,train,704,1024,0.6875,712356
